FIPS,expected population,net migrants,migration rate
20129,3658,-426,-157.5
20131,10484,-353,-35.8
20133,17051,-589,-41.5
20135,3242,-152,-24.8
20137,5720,-62,12.699999999999996
20139,16683,-462,-16.89999999999999
20141,4116,-287,-62.70000000000001
20143,6026,32,72.8
20145,7025,-67,40.3
20147,5717,-107,12.800000000000002
20149,19478,2086,169.29999999999995
20151,9631,-7,-4.599999999999996
20153,2703,-205,-42.80000000000001
20155,66212,-1745,-45.7
20157,5417,-470,-101.0
20159,10608,-551,-42.89999999999999
20161,69635,1571,393.8
20163,5512,-357,-54.6
20165,3352,-71,-14.100000000000005
20167,7020,-89,13.099999999999996
20169,56179,-588,-24.0
20171,5236,-309,-47.80000000000001
20173,493867,5849,15.300000000000004
20175,26536,-3257,-140.9
20177,177963,158,-1.6999999999999988
20179,2749,-211,-28.40000000000001
20181,6779,-779,-151.2
20183,4113,-286,-21.600000000000005
20185,4605,-181,-21.099999999999994
20187,2617,-365,-201.0
20189,5864,-113,-2.700000000000002
20191,26285,-2214,-83.79999999999998
20193,8326,-453,-60.5
20195,3144,-171,-57.1
20197,7022,0,64.0
20199,1716,-243,-149.7
20201,6130,-363,-22.799999999999994
20203,2620,-379,-187.6
20205,10135,-767,-91.50000000000004
20207,3473,-189,-66.49999999999999
20209,172599,-13627,-82.2
21001,17599,982,80.4
21003,18216,1658,101.3
21005,19983,1359,99.1
21007,8074,129,9.6
21009,38791,3259,98.6
21011,11300,240,17.900000000000006
21013,29975,-1402,-81.99999999999999
21015,96148,22471,294.3
21017,19782,166,7.700000000000001
21019,49398,-3,-0.8999999999999988
21021,27710,643,6.700000000000005
21023,8533,-81,-6.2
21025,15979,-2163,-168.20000000000005
21027,18666,1307,86.0
21029,64523,9525,201.2
21031,13215,-569,-73.60000000000002
21033,12770,155,36.2
21035,34221,2853,244.4
21037,91709,-1640,-24.0
21039,5242,-165,-54.50000000000002
21041,10615,175,17.6
21043,27491,115,-11.2
21045,15426,458,31.3
21047,81820,-7560,-72.79999999999998
21049,34119,1383,48.5
21051,25063,-3350,-155.8
21053,9694,527,59.4
21055,9106,165,24.9
21057,6856,-33,-23.000000000000004
21059,95481,957,5.0
21061,11700,403,56.8
21063,6725,1105,217.3
21065,15467,-865,-78.20000000000002
21067,279528,16790,131.8
21069,14107,176,-0.9999999999999938
21071,42845,-3560,-115.6
21073,49041,162,-0.2999999999999994
21075,7607,-792,-155.20000000000005
21077,8239,318,35.5
21079,15120,1722,137.70000000000002
21081,24358,241,12.3
21083,37380,-325,-17.900000000000006
21085,24513,1135,54.9
21087,11388,-180,-4.699999999999995
21089,36806,-69,-4.999999999999997
21091,8778,-248,-39.3
21093,102608,3025,32.7
21095,33088,-3920,-145.2
21097,18309,455,19.5
21099,17844,294,8.799999999999997
21101,46455,-305,-12.8
21103,15394,-32,-7.699999999999997
21105,5061,-182,-42.3
21107,46699,94,-5.700000000000005
21109,13672,-243,-37.5
21111,724788,17246,37.8
21113,41951,6520,168.70000000000005
21115,23648,-403,-28.5
21117,162204,-2724,-11.2
21119,17658,-1382,-81.30000000000003
21121,32765,-1007,-58.0
21123,13402,737,81.5
21125,54967,3666,74.9
21127,15805,-21,-10.400000000000004
21129,7709,149,47.9
21131,12501,-1242,-144.10000000000005
21133,25227,-817,-43.7
21135,14259,-455,-57.7
21137,24162,490,11.4
21139,9544,-76,-28.40000000000001
21141,27237,-472,-36.30000000000001
21143,7609,677,69.4
21145,65890,-458,-17.900000000000006
21147,17488,820,69.7
21151,75111,7610,190.4
21153,13676,-406,-57.2
21155,18976,825,48.1
21157,29279,2013,79.19999999999997
21159,12970,-18,12.999999999999991
21161,17043,390,19.7
21163,27390,1167,100.89999999999998
21165,6634,-365,-78.40000000000002
21167,21085,162,-7.8000000000000025
21169,9989,62,-8.100000000000001
21171,11668,-750,-103.00000000000004
21173,23741,2675,150.7
21175,14229,-319,-21.9
21177,31430,-31,-2.7
21179,39897,3430,106.1
21181,6783,307,34.6
21183,23391,377,13.100000000000005
21185,49268,10963,374.6
21187,10777,18,21.9
21189,4643,79,-17.000000000000004
21191,14849,-40,-6.599999999999996
21193,29819,-1226,-73.39999999999998
21195,68087,-3345,-61.30000000000001
21197,13658,-1091,-111.2
21199,57102,5722,111.2
21201,2201,56,9.499999999999996
21203,16650,320,7.6
21205,22830,408,173.50000000000003
21207,16390,1099,91.2
21209,36647,10472,349.99999999999994
21211,36079,5969,212.4
21213,16901,390,12.4
21215,12628,4360,431.39999999999986
21217,23270,1161,61.90000000000001
21219,12454,-11,-3.600000000000002
21221,12365,1915,172.99999999999997
21223,8427,343,48.3
21225,15722,-745,-27.299999999999986
21227,98011,15706,248.6
21229,11074,603,60.4
21231,20137,598,11.3
21233,14323,-732,-61.8
21235,36415,-930,-43.7
21237,7207,107,-37.2
21239,24082,799,40.3
22001,61914,-137,-7.8
22003,27346,-1435,-43.49999999999999
22005,86347,21116,307.1
22007,24229,-772,-44.80000000000001
22009,43244,-1023,-53.39999999999999
22011,34204,1464,65.7
22013,15517,-1120,-111.1
22015,106759,10505,114.2
22017,264186,-7810,-39.3
22019,193430,-284,-7.400000000000002
22021,10609,-471,-72.39999999999998
22023,10259,-3442,-362.9
22025,11144,-696,-80.79999999999998
22027,16701,665,70.6
22029,20864,59,13.500000000000005
22031,26270,474,22.0
22033,441151,1606,13.300000000000004
22035,10016,-2153,-261.7
22037,21864,-1460,-113.09999999999998
22039,36895,-2819,-101.1
22041,21793,-984,-79.80000000000003
22043,19275,3135,257.70000000000005
22045,78133,-4666,-74.00000000000001
22047,35150,-1526,-61.6
22049,15385,934,58.19999999999999
22051,476016,-41502,-102.0
22053,32693,-1104,-54.3
22055,206041,16135,93.8
22057,94601,1782,25.6
22059,14446,441,41.5
22061,44740,2186,226.9
22063,100371,27476,346.7000000000001
22065,14372,-2165,-186.7
22067,31550,-3435,-155.59999999999997
22069,41462,-1737,-32.40000000000001
22071,504033,-157024,-330.1
22073,156827,-2565,-28.300000000000004
22075,28420,-5324,-199.3
22077,23401,-553,-53.3
22079,132560,-547,-7.399999999999998
22081,9943,-828,-110.89999999999998
22083,21502,-715,-48.2
22085,24064,218,21.399999999999988
22087,67879,-31863,-451.3
22089,51597,1323,66.19999999999999
22091,10661,603,80.30000000000003
22093,22522,-305,-26.89999999999999
22097,92982,-9247,-117.2
22099,52161,131,0.4000000000000057
22101,56437,-1551,-36.8
22103,202727,30849,196.8
22105,107676,13753,143.0
22107,6760,-1485,-285.2999999999999
22109,112646,-435,-5.9999999999999964
22111,23447,-684,-59.60000000000001
22113,56487,1490,41.0
22115,58674,-6140,-108.09999999999998
22117,44932,2349,45.40000000000001
22119,41941,-635,-24.099999999999994
22121,23061,818,53.8
22123,12325,-724,-76.39999999999998
22125,15567,287,41.4
22127,16962,-1575,-115.5
23001,106265,1106,21.399999999999995
23003,72286,-745,-19.0
23005,270586,10056,47.60000000000001
23007,29198,1409,62.80000000000001
23009,51066,3060,44.1
23011,117307,4305,49.7
23013,39004,535,2.100000000000004
23015,32629,1626,56.6
23017,53866,3684,101.2
23019,145956,7355,67.8
23021,16532,898,54.5
23023,35926,-799,-53.6
23025,50887,1093,29.700000000000006
23027,36663,1926,51.40000000000001
23029,32923,-184,-54.2
23031,190256,5997,45.1
24001,72917,2094,49.89999999999999
24003,520167,18095,70.0
24005,772879,33550,64.9
24009,78743,9890,196.1
24011,31163,1901,97.7
24013,157376,9214,83.19999999999997
24015,90597,10312,153.39999999999995
24017,130555,16757,202.6
24019,30604,2047,92.9
24021,210013,23334,160.8
24023,29556,383,15.900000000000004
24025,230702,13901,99.8
24027,269956,17459,134.99999999999997
24029,18765,1391,50.3
24031,958659,17519,80.2
24039,25050,1613,185.30000000000007
24041,33123,4578,129.8
24043,136097,11344,110.8
24045,88541,10334,149.7
24047,45562,5761,109.90000000000002
25001,213057,1733,-16.700000000000006
25003,131375,-679,-9.4
25005,547684,-534,6.399999999999998
25007,15355,1111,112.1
25009,750835,-7448,2.7999999999999994
25011,71393,-322,3.6999999999999935
25013,468618,-4036,-5.500000000000003
25015,152114,5373,170.4
25017,1536305,-35060,5.699999999999994
25019,10443,-263,34.30000000000001
25021,672429,-3114,25.1
25023,492170,1716,4.600000000000001
25025,736507,-10042,77.2
25027,779140,18721,38.89999999999999
26001,10683,178,-33.00000000000001
26003,9558,37,-37.0
26005,111726,-535,-10.000000000000002
26007,30614,-1167,-47.60000000000001
26009,22967,490,1.6000000000000014
26011,16817,-998,-96.4
26013,8620,269,26.1
26015,58897,45,5.899999999999999
26017,111053,-3593,-45.5
26019,16091,1351,71.5
26021,167028,-10283,-85.7
26023,47305,-2101,-58.1
26025,141927,-5881,-58.89999999999999
26027,51405,744,40.40000000000001
26029,26279,-450,-45.20000000000001
26031,26050,-18,-25.1
26033,39247,-517,3.4000000000000075
26035,30760,25,-9.100000000000003
26037,67897,7273,173.39999999999995
26039,14038,-41,-32.80000000000001
26041,38203,-1288,-54.2
26043,26890,-853,-49.8
26045,106880,648,7.3
26047,31989,583,7.8
26049,456898,-30944,-93.79999999999998
26051,25347,203,-12.299999999999995
26053,16207,183,5.5000000000000036
26055,80179,6531,84.7
26057,42711,-209,-21.400000000000006
26059,47768,-1271,-39.59999999999999
26061,36001,492,106.7
26063,34746,-1787,-83.39999999999998
26065,296320,-15307,-6.299999999999998
26067,65293,-1365,-30.1
26069,25555,178,-39.9
26071,12012,-266,-72.50000000000001
26073,66236,3948,332.6
26075,163545,-3449,-32.4
26077,250574,-366,21.700000000000006
26079,17063,15,-13.299999999999995
26081,626222,-22843,-49.8
26083,2233,-98,-3.6000000000000014
26085,10848,646,54.39999999999999
26087,91191,-3172,-43.9
26089,20980,621,1.400000000000002
26091,101946,-2212,-35.90000000000001
26093,165311,14930,135.9
26095,6892,-236,-59.50000000000001
26097,11456,-348,-39.3
26099,811525,27744,47.90000000000001
26101,23918,748,0.5999999999999943
26103,64440,2443,77.8
26105,28173,412,-2.0999999999999908
26107,41540,1101,121.9
26109,25018,-1094,-63.70000000000002
26111,85484,-2169,-28.7
26113,14654,126,1.2999999999999972
26115,150439,1091,10.500000000000004
26117,63811,-586,-18.4
26119,9504,191,13.899999999999995
26121,178095,-5813,-44.90000000000001
26123,49549,-1218,-28.3
26125,1249994,-48752,-33.4
26127,28199,-1647,-84.1
26129,20613,966,39.6
26131,7052,-321,-83.59999999999998
26133,23832,-405,-24.4
26135,9040,-453,-65.3
26137,23893,159,-8.300000000000004
26139,257931,5561,21.1
26141,13658,-367,-60.40000000000001
26143,23493,802,8.999999999999991
26145,215419,-15097,-97.10000000000002
26147,168605,-6097,-56.8
26149,65700,-4491,-99.5
26151,44786,-1835,-67.1
26153,8543,-92,-58.70000000000001
26155,73649,-3271,-50.7
26157,58958,-3432,-71.89999999999998
26159,79407,-3202,-37.5
26161,344690,46,59.09999999999997
26163,2159589,-330259,-184.9
26165,31551,1060,32.599999999999994
27001,14810,1305,97.1
27003,326641,3706,37.90000000000001
27005,30811,1648,81.10000000000002
27007,42865,1714,34.89999999999999
27009,36949,1430,9.8
27011,5481,-251,-45.79999999999999
27013,58715,5150,227.8
27015,26891,-1097,-67.39999999999999
27017,32237,3116,140.00000000000003
27019,78788,12076,249.50000000000009
27021,27598,928,76.6
27023,13003,-602,-46.9
27025,44589,9147,258.0
27027,54214,4674,162.4
27029,8589,88,16.6
27031,5085,66,35.099999999999994
27033,11963,-316,-14.599999999999993
27035,56826,5439,115.9
27037,391842,6365,37.2
27039,19166,871,96.0
27041,33278,2574,79.9
27043,15650,-1154,-61.49999999999999
27045,21284,-506,-23.699999999999985
27047,32686,-1500,-66.3
27049,45173,863,24.4
27051,6027,-45,-1.1999999999999975
27053,1202310,-48537,-21.4
27055,19929,-992,-45.59999999999999
27057,18634,1710,143.4
27059,33442,4260,186.7
27061,43805,1085,48.90000000000001
27063,11113,-887,-47.50000000000001
27065,15439,725,82.1
27067,43265,-1055,-39.7
27069,4953,-431,-111.5
27071,13940,-694,-49.90000000000001
27075,10695,108,-0.9000000000000026
27079,26632,998,98.6
27081,6101,-237,-70.9
27083,26524,-695,-20.000000000000007
27085,37005,-449,-18.300000000000004
27087,5520,-60,41.8
27089,10260,-856,-41.299999999999976
27091,21496,-743,-30.4
27093,23253,-32,10.5
27095,23092,2952,173.4
27097,32954,123,12.500000000000005
27099,40128,-971,-9.0
27101,8985,-306,-10.399999999999997
27103,31727,923,68.60000000000001
27105,22338,-873,-22.9
27107,7210,-387,-56.7
27109,137102,6999,74.2
27111,56678,391,5.499999999999996
27113,13869,17,6.9
27115,27175,2539,147.7
27117,9797,-236,-19.3
27119,31522,7,4.599999999999994
27121,10886,50,24.3
27123,547348,-38281,-79.7
27125,4339,-268,0.5999999999999999
27127,16709,-687,-48.7
27129,17032,-1344,-98.5
27131,59896,4224,125.0
27133,9694,-50,-5.8000000000000025
27135,16990,-1416,-89.10000000000002
27137,199445,168,18.7
27139,105030,24814,366.2000000000001
27141,72811,15576,264.8
27143,15882,-692,-25.000000000000004
27145,143416,6912,87.19999999999997
27147,36146,372,10.9
27149,10229,-530,73.00000000000003
27151,11897,-2147,-246.90000000000003
27153,25142,-322,20.3
27155,3925,-388,-92.5
27157,22315,-724,-21.2
27159,13571,209,-25.1
27161,20208,-1123,-77.49999999999999
27163,218546,19096,148.70000000000005
27165,12146,-923,-95.3
27167,7053,-510,-89.19999999999997
27169,51169,116,80.00000000000001
27171,103009,21495,309.4
27173,11013,-604,-29.7
28001,34603,-2066,-69.4
28003,34816,2185,63.3
28005,13704,-539,-62.8
28007,19900,-276,-44.2
28009,8291,459,74.0
28011,42928,-8495,-249.6
28013,15348,-356,-27.8
28015,10959,-350,-37.50000000000001
28017,20568,-3097,-191.7
28019,9958,-1405,-165.1
28021,12486,-2786,-205.8
28023,18323,-1565,-119.6
28025,23030,-2271,-141.29999999999995
28027,32870,-6476,-240.8
28029,30587,-966,-39.5
28031,20224,-608,-80.0
28033,118709,42850,474.9
28035,77391,-2120,-4.299999999999995
28037,8724,-598,-83.2
28039,20396,2147,108.1
28041,13745,764,76.50000000000001
28043,23557,-1579,-102.4
28045,43892,-63,34.49999999999999
28047,201336,-13743,-78.6
28049,271827,-24190,-93.0
28051,23293,-3888,-201.29999999999995
28053,12195,-2718,-274.00000000000006
28055,2347,-922,-443.9
28057,22765,551,14.400000000000002
28059,138460,1430,15.699999999999998
28061,19060,-1913,-141.39999999999995
28063,10410,-2582,-308.1
28065,14420,-1855,-175.9
28067,68512,-562,-17.099999999999998
28069,10761,-226,-8.100000000000001
28071,40298,7108,445.1
28073,42967,12750,357.50000000000006
28075,80998,-370,-26.4
28077,13699,-745,-75.8
28079,22318,1637,86.19999999999997
28081,80063,3000,26.2
28083,40605,-7926,-242.2
28085,34401,520,4.100000000000001
28087,65517,-5478,-119.40000000000002
28089,78411,17186,198.1
28091,26363,793,5.000000000000004
28093,36918,452,1.1999999999999922
28095,39244,-2200,-84.3
28097,12433,-1472,-158.70000000000005
28099,30560,-720,-27.20000000000001
28101,23059,-1283,-66.4
28103,13528,-1873,-168.9
28105,46142,1694,295.4
28107,36436,-1552,-59.2
28109,50444,5326,114.9
28111,12689,-451,-71.20000000000002
28113,41046,-423,-28.300000000000004
28115,28531,1442,74.10000000000002
28117,26312,-1076,-48.2
28119,10495,-2205,-254.90000000000003
28121,125946,15796,170.40000000000003
28123,30804,-2356,-80.10000000000002
28125,6999,-2045,-375.4
28127,28691,-1119,-56.49999999999999
28129,16516,-31,-4.199999999999996
28131,14208,3568,292.6
28133,36389,-6516,-222.7
28135,15620,-72,45.80000000000001
28137,26766,2159,103.0
28139,21582,645,23.5
28141,18796,718,28.8
28143,10346,541,77.7
28145,26535,600,21.8
28147,15678,-175,-30.50000000000001
28149,52375,-3367,-89.3
28151,67134,-15548,-286.3
28153,22218,-1409,-88.90000000000002
28155,10227,9,-20.4
28157,10518,-514,-89.30000000000003
28159,20759,-1467,-100.0
28161,13391,-683,-81.7
28163,29975,-1573,-51.1
29001,25618,-104,244.2
29003,16559,649,61.6
29005,6135,-486,-96.6
29007,26659,-1200,-57.6
29009,34975,543,3.6999999999999993
29011,12759,-405,-48.3
29013,16693,287,12.899999999999995
29015,15991,2946,173.9
29017,12185,117,7.100000000000005
29019,145716,16821,222.5
29021,88245,892,9.8
29023,41219,1449,29.4
29025,9005,375,77.3
29027,42421,1816,48.5
29029,36783,6993,274.5
29031,70762,4739,75.2
29033,10020,-769,-75.79999999999998
29035,5933,299,65.70000000000002
29037,86412,12864,187.2
29039,13295,618,55.6
29041,8070,-282,-3.099999999999995
29043,58943,18275,365.3
29045,7377,-277,-35.40000000000001
29047,199203,22592,159.49999999999997
29049,18999,1659,84.80000000000003
29051,75230,759,12.9
29053,16864,712,51.9
29055,23200,1398,72.3
29057,7518,321,38.1
29059,16014,693,45.89999999999999
29061,8338,54,29.5
29065,14664,923,66.5
29067,13100,512,45.99999999999999
29069,33223,-1313,-57.0
29071,97468,3667,34.2
29073,14994,146,-11.000000000000007
29075,6640,58,21.50000000000001
29077,249257,25374,139.20000000000002
29079,10175,37,-5.399999999999998
29081,8659,256,44.10000000000001
29083,21668,508,-2.2999999999999883
29085,8266,1295,183.3
29087,5184,-305,-60.6
29089,10164,-61,11.300000000000011
29091,37677,2581,69.10000000000001
29093,10256,321,13.400000000000007
29095,699327,-22920,-28.1
29097,111005,6348,64.8
29099,209433,8622,57.1
29101,52032,490,59.600000000000016
29103,4195,-92,-11.099999999999998
29105,33643,1811,48.8
29107,33125,141,7.600000000000002
29109,36101,2448,66.69999999999999
29111,10456,-288,-19.4
29113,42053,10389,333.19999999999993
29115,13487,-784,-58.1
29117,14170,948,78.99999999999999
29121,15357,144,-14.899999999999995
29123,11656,514,50.9
29125,8893,237,48.2
29127,28738,-34,-26.500000000000004
29129,3730,28,88.29999999999998
29131,23934,713,20.200000000000006
29133,13511,893,97.79999999999998
29135,15472,129,6.5
29137,9268,-469,-56.6
29139,12052,128,-6.5000000000000036
29141,19132,1340,77.19999999999997
29143,19717,-794,-56.00000000000001
29145,54469,3522,77.9
29147,22261,1035,281.3
29149,10063,761,78.19999999999997
29151,13415,401,41.8
29153,9282,380,26.700000000000006
29155,20899,-2588,-151.2
29157,18696,206,9.0
29159,41164,994,28.1
29161,40648,4376,159.0
29163,18647,-139,-9.6
29165,79168,10036,178.00000000000003
29167,27654,3362,132.7
29169,45399,7027,214.40000000000003
29171,5018,-68,-24.200000000000006
29173,9700,413,87.69999999999997
29175,25261,126,4.399999999999997
29177,23739,-336,-1.9999999999999984
29179,6454,202,77.19999999999997
29181,13358,671,53.3
29183,309386,50335,205.5
29185,9166,584,80.6
29187,56233,9059,193.3
29189,1043170,-43937,-43.0
29195,23864,-517,-23.200000000000006
29197,4029,370,138.70000000000002
29199,4960,-143,-36.00000000000001
29201,42156,-3029,-91.5
29203,8377,20,8.79999999999999
29205,6697,-353,-71.89999999999998
29207,29422,414,14.500000000000005
29209,28357,3658,116.3
29211,7312,-591,-82.89999999999998
29213,41190,10330,300.0
29215,22898,3055,192.0
29217,20771,301,9.800000000000004
29219,26112,6305,316.9
29221,24104,1024,42.3
29223,12657,791,86.0
29225,33419,2684,88.0
29227,2273,-124,-67.69999999999999
29229,18353,382,11.699999999999996
30001,9290,-88,-9.599999999999993
30003,14116,-1026,-76.5
30005,7392,-827,-112.5
30007,4259,1318,497.00000000000006
30009,9370,644,106.8
30011,1265,-119,-54.09999999999999
30013,83767,-2532,-53.89999999999999
30015,5757,60,165.90000000000003
30017,11698,-52,-16.59999999999999
30019,1865,-131,56.90000000000002
30021,8842,83,37.0
30023,8910,343,81.9
30025,2812,61,90.2
30027,11342,182,24.099999999999994
30029,77813,12805,224.7
30033,1311,-114,-120.90000000000002
30035,14678,-1045,-66.39999999999999
30037,1028,-151,-127.59999999999997
30039,2759,291,100.2
30041,17899,-1738,-109.3
30043,10069,1270,291.5
30045,2282,-227,-2.6999999999999855
30047,27614,1237,50.1
30049,57781,5416,117.1
30051,2068,245,298.2000000000001
30053,18473,1111,78.39999999999998
30055,1921,-200,-58.20000000000001
30057,6548,1091,240.6
30059,1869,1,-26.20000000000001
30061,3878,314,12.70000000000001
30063,100576,8494,130.70000000000002
30065,4338,172,60.7
30067,15766,-201,2.4000000000000004
30069,472,11,147.8
30071,4455,-220,0.9999999999999848
30073,6393,-244,-16.599999999999998
30075,1760,-38,3.6999999999999953
30077,6948,66,25.6
30079,1092,67,116.0
30081,36251,3775,135.29999999999998
30083,9647,62,80.20000000000002
30085,11548,-962,-68.70000000000002
30087,10263,-967,-67.2
30089,10037,1319,191.2
30091,3694,-335,12.199999999999989
30093,33986,110,-6.999999999999996
30095,8397,672,140.6
30097,3558,58,27.3
30099,6388,-348,-30.39999999999999
30101,5158,155,106.9
30103,835,-123,-112.29999999999998
30105,7495,-151,-2.4999999999999893
30107,2165,-17,35.7
30109,921,79,85.9
30111,135280,12520,104.3
31001,32241,-934,-31.800000000000004
31003,7392,-744,-87.1
31005,444,9,154.5
31007,788,-108,49.29999999999997
31009,587,-115,-66.4
31011,6131,-656,-81.3
31013,12417,-1124,-117.1
31015,2256,-176,-41.9
31017,3367,-248,-57.10000000000001
31019,45162,879,46.899999999999984
31021,7423,-601,-93.29999999999998
31023,8773,-421,-56.1
31025,25192,-49,13.599999999999996
31027,9627,-815,-91.4
31029,3998,-47,6.299999999999998
31031,6171,-476,-107.8
31033,10024,-60,19.100000000000005
31035,6951,-431,-19.4
31037,11527,-917,-85.6
31039,10216,-1098,-139.79999999999998
31041,11434,-549,-26.700000000000006
31043,22342,-1169,-78.2
31045,9110,39,165.09999999999997
31047,26549,-2079,-99.3
31049,1966,-40,75.39999999999998
31051,6386,-403,-69.6
31053,36883,-232,-37.59999999999999
31055,510307,8116,38.5
31057,2152,-162,-88.90000000000002
31059,6354,-497,-99.0
31061,3368,-166,-52.6
31063,3096,-358,-94.7
31065,5013,-89,-21.2
31067,22867,-647,-51.1
31069,2096,-58,44.600000000000016
31071,1741,282,246.1
31073,2058,-31,31.500000000000004
31075,765,-152,-144.3
31077,2663,-146,-50.3
31079,57847,974,23.700000000000006
31081,9502,-422,-36.5
31083,3628,-233,7.400000000000008
31085,1069,-117,49.49999999999999
31087,2943,-58,40.2
31089,11396,-1007,-76.99999999999999
31091,719,4,216.0
31093,6551,-309,-39.40000000000001
31095,7980,-470,-73.6
31097,4418,803,406.60000000000014
31099,6953,-488,-73.4
31101,8698,-370,-37.5
31103,986,-169,-246.6
31105,3918,-120,-2.0000000000000027
31107,9038,-364,-20.700000000000006
31109,272894,12422,90.8
31111,35991,221,12.999999999999995
31113,783,-32,65.00000000000001
31115,697,-73,-48.5
31117,549,-16,110.00000000000004
31119,37234,-2348,-102.2
31121,8189,-379,-18.5
31123,5484,-451,-78.99999999999999
31125,3873,-166,-41.59999999999999
31127,7449,-238,-18.2
31129,4768,-300,-77.39999999999998
31131,15391,293,15.4
31133,2864,-114,-22.9
31135,3129,-180,-51.600000000000016
31137,9794,-640,-78.89999999999998
31139,7867,-637,-67.69999999999999
31141,33639,-1396,-40.3
31143,5582,-209,-9.600000000000003
31145,11446,-427,-44.3
31147,8933,-616,-82.9
31149,1680,-168,-123.20000000000002
31151,14211,9,24.70000000000001
31153,140346,18553,172.8
31155,20340,359,68.19999999999999
31157,37926,-893,-42.5
31159,16679,-6,34.3
31161,5977,-518,-100.9
31163,3200,-73,-6.600000000000013
31165,1470,-169,-46.4
31167,6696,-585,-58.00000000000001
31169,5686,-487,-95.9
31171,726,-86,-20.8
31173,7936,-897,-115.9
31175,4474,-239,-26.90000000000001
31177,19236,910,81.2
31179,10105,-542,128.40000000000003
31181,3785,-2,38.7
31183,872,-62,-58.90000000000001
31185,14842,-1221,-105.8
32001,25081,-183,-52.60000000000001
32003,1528042,437259,386.6
32005,41455,5428,178.79999999999995
32007,49923,-866,-2.400000000000002
32009,896,-117,-155.69999999999996
32011,1691,286,405.1
32013,17446,-843,-49.9
32015,6190,-407,-41.5
32017,4143,1180,490.7
32019,35968,16019,545.9
32021,4734,36,-28.800000000000008
32023,31012,12864,426.3
32027,6829,-39,6.599999999999999
32029,3339,645,504.40000000000015
32031,366058,56747,191.5
32033,9181,877,142.10000000000005
33001,56002,3788,88.6
33003,42727,4811,140.50000000000003
33005,74277,2473,62.39999999999999
33007,31831,1058,33.5
33009,82415,6295,106.6
33011,401021,-1213,14.8
33013,139168,6671,68.5
33015,288104,5877,49.1
33017,116811,5881,79.79999999999998
33019,40936,2602,93.9
34001,262556,12840,49.0
34003,912249,-6072,49.50000000000001
34005,439740,9353,36.7
34007,533168,-17776,-26.20000000000001
34009,98347,-1380,-38.5
34011,155752,2600,37.5
34013,852613,-61141,-53.8
34015,264669,23274,117.29999999999998
34017,663617,-22650,27.700000000000006
34019,126762,1181,55.3
34021,369177,-1156,21.299999999999994
34023,801979,10440,47.70000000000001
34025,637627,-7596,3.7999999999999936
34027,493826,-1869,31.500000000000004
34029,515989,59698,108.4
34031,531564,-26271,-39.2
34033,65000,1056,22.0
34035,318765,5081,71.9
34037,150214,-1371,28.5
34039,557679,-17118,10.199999999999996
34041,106035,2413,43.3
35001,603943,65567,141.1
35003,3382,325,153.4
35005,65441,861,27.0
35006,27740,-37,11.900000000000002
35007,14361,-526,-42.1
35009,50254,-1440,-41.4
35011,2186,-166,-0.7999999999999936
35015,54133,105,28.8
35017,31713,-2009,-135.9
35019,4810,-48,0.40000000000000346
35021,776,-88,-87.79999999999998
35023,6156,-1221,-226.8
35025,61599,3905,109.0
35027,19952,573,53.90000000000001
35028,19113,-1184,120.0
35029,26692,-1327,-70.00000000000001
35033,5271,-330,-38.49999999999999
35035,66393,-2104,-67.9
35037,10046,-961,-102.5
35039,45133,-4181,-121.9
35041,19713,275,34.90000000000001
35043,97840,34898,453.5
35045,126777,5014,54.9
35047,31621,-1824,-92.4
35049,137761,7639,50.7
35051,12105,-113,-73.3
35053,19235,-1177,-80.0
35055,31465,1783,58.7
35057,17592,-1124,-84.4
35059,4139,436,206.2
35061,71076,6371,101.4
36001,297789,6110,47.399999999999984
36003,50343,-1605,2.300000000000003
36005,1481074,-73830,-46.7
36007,199711,338,13.299999999999994
36009,85239,-5141,-67.10000000000001
36011,82889,-3023,-38.50000000000001
36013,139379,-4802,-39.3
36015,91616,-2917,-38.60000000000001
36017,51283,-1021,-17.900000000000006
36019,81161,809,34.099999999999994
36021,62196,681,26.0
36023,49536,-383,29.000000000000004
36025,46632,1133,52.7
36027,289128,8458,51.39999999999999
36029,953269,-35058,-34.9
36031,38329,930,17.999999999999993
36033,51943,-216,23.70000000000001
36035,54945,389,27.2
36037,60851,-943,-22.4
36039,47332,1788,41.5
36041,5042,-241,-56.399999999999984
36043,63653,590,26.599999999999994
36045,120929,-4636,-37.7
36047,2714638,-189754,-57.9
36049,27804,-818,-15.000000000000007
36051,65380,-188,19.399999999999995
36053,70673,2472,75.9
36055,760301,-15843,-20.800000000000004
36057,49527,637,28.200000000000006
36059,1381524,-39988,0.9000000000000004
36061,1639323,-44703,103.0
36063,219270,-3362,-19.8
36065,235559,-1066,1.2000000000000048
36067,472955,-6442,-11.000000000000002
36069,101609,5935,64.5
36071,369486,4483,39.0
36073,44773,-1982,-54.20000000000001
36075,125613,-3951,-30.0
36077,61079,899,65.80000000000001
36079,100516,-926,29.60000000000001
36081,2399526,-150919,-32.5
36083,154921,4133,40.50000000000001
36085,466306,3550,30.1
36087,314225,-1568,22.099999999999994
36089,113410,-1752,7.500000000000018
36091,208829,9992,67.20000000000002
36093,149052,5554,79.0
36095,31645,952,64.10000000000001
36097,19113,-864,-45.50000000000001
36099,33546,1649,67.9
36101,99377,-755,8.200000000000003
36103,1498339,-2718,13.199999999999998
