FIPS,expected population,net migrants,migration rate
36105,75687,1956,70.6
36107,53195,-2283,-31.1
36109,99009,2275,237.40000000000003
36111,179958,2353,30.5
36113,63304,2096,36.90000000000001
36115,61592,1459,30.3
36117,96607,-3111,-29.2
36119,975673,-22568,4.0
36121,44123,-1955,-34.2
36123,25046,189,11.000000000000005
37001,136349,15113,121.2
37003,34522,2614,79.5
37005,10253,860,101.2
37007,25746,1416,73.10000000000002
37009,23943,3227,149.5
37011,16947,824,54.0
37013,45515,2297,32.1
37015,19908,1547,71.70000000000002
37017,32946,2380,67.2
37019,74242,32985,468.4
37021,209587,28373,163.7
37023,90740,-21,-15.700000000000005
37025,143115,35238,323.8
37027,78682,4136,55.0
37029,7145,2810,618.8000000000002
37031,58351,7912,174.3
37033,23465,327,6.300000000000002
37035,148260,6066,33.5
37037,51386,12191,212.7
37039,23584,3730,150.8
37041,14120,691,20.2
37043,8344,2177,328.0
37045,97956,101,-14.9
37047,56045,2300,36.4
37049,99129,4646,41.7
37051,339889,-18141,-60.5
37053,18718,4759,364.7000000000001
37055,31447,2385,139.70000000000002
37057,151905,10834,88.39999999999998
37059,35751,5397,161.4
37061,52399,6484,122.1
37063,249559,20175,139.29999999999998
37065,57598,-675,-37.3
37067,326688,25394,105.0
37069,50082,10728,244.7
37071,196976,9176,60.1
37073,10541,1667,223.7
37075,7886,942,144.0
37077,50210,10045,237.5
37079,19770,1789,124.6
37081,447183,43268,133.9
37083,58342,-3272,-82.8
37085,98698,16472,206.6
37087,52695,6079,134.9
37089,88323,18236,215.2
37091,23282,1573,80.8
37093,39164,8303,282.9000000000001
37095,5749,101,57.0
37097,129771,29654,285.9000000000001
37099,33554,6705,380.6
37101,135091,34327,327.80000000000007
37103,10181,-14,14.5
37105,53423,4734,105.5
37107,60750,-1002,-31.6
37109,66508,11624,203.6
37111,42769,2129,54.6
37113,29067,4729,188.0
37115,19329,1329,68.39999999999999
37117,25727,-1156,-106.8
37119,785673,139820,266.5
37121,15164,341,13.7
37123,28232,-357,-37.6
37125,74863,13312,185.6
37127,91044,5219,48.0
37129,167920,34797,280.0
37131,21823,407,-16.599999999999987
37133,176816,1798,139.8
37135,121934,11920,232.0
37137,12533,608,50.40000000000001
37139,36671,4174,140.5
37141,42273,9975,320.80000000000007
37143,11150,2286,231.29999999999995
37145,36469,3049,84.10000000000002
37147,144620,24215,252.90000000000003
37149,16964,3459,180.1
37151,136371,5362,42.1
37153,47882,-1060,-39.0
37155,132786,3415,19.9
37157,92309,1357,5.9
37159,134168,4434,33.8
37161,62500,5178,67.5
37163,63379,437,-9.6
37165,37341,-936,-51.3
37167,59182,1328,16.200000000000006
37169,45022,2206,27.4
37171,72147,1427,6.599999999999999
37173,13038,996,76.3
37175,28347,4589,142.39999999999995
37177,4216,217,52.40000000000001
37179,139573,62060,557.0999999999998
37181,45423,278,-18.8
37183,713890,190415,354.8
37185,19830,1307,72.5
37187,13871,-594,-76.90000000000002
37189,43305,7582,612.4999999999999
37191,120920,2317,10.7
37193,66728,2443,25.3
37195,77559,4101,49.3
37197,37296,1048,20.900000000000006
37199,17442,296,7.600000000000002
38001,2371,-51,77.8
38003,11375,-361,-18.700000000000006
38005,7792,-1042,-115.3
38007,902,-127,-29.90000000000001
38009,6814,-420,-29.29999999999999
38011,3088,38,47.00000000000002
38013,2154,-202,186.5
38015,73187,7952,133.10000000000002
38017,133871,15714,198.9
38019,4532,-567,-19.599999999999987
38021,5690,-421,-121.7
38023,2039,12,224.8
38025,3538,-13,110.3
38027,2513,-146,-96.4
38029,4024,-501,-73.10000000000002
38031,3593,-273,-103.5
38033,1896,-227,-15.800000000000008
38035,70765,-3978,-11.200000000000014
38037,2599,-228,-55.80000000000002
38039,2505,-113,-20.200000000000006
38041,2518,-63,120.5
38043,2591,-176,40.40000000000001
38047,2156,-185,-37.7
38049,5814,-451,-3.4000000000000097
38051,2997,-212,-63.9
38057,8622,-239,173.1
38059,26089,1309,78.7
38061,6781,932,273.1
38063,3301,-199,-16.000000000000004
38065,2085,-254,47.99999999999999
38067,8349,-963,-85.69999999999997
38069,4440,-107,-20.9
38071,11961,-527,-66.10000000000001
38073,5645,-220,-71.1
38075,2506,-53,88.1
38077,18519,-2244,-109.6
38079,15466,-1239,-68.20000000000003
38081,4414,-603,-131.50000000000003
38083,1590,-281,-41.700000000000024
38085,4703,-450,-75.89999999999998
38087,778,-61,-4.000000000000013
38089,23161,961,50.59999999999999
38091,2239,-281,-46.00000000000002
38093,21633,-605,-8.500000000000002
38095,2673,-443,-133.7
38097,8318,-236,-35.69999999999999
38099,12159,-1066,-109.29999999999998
38101,63401,-1754,-41.9
38103,4704,-524,-100.90000000000002
38105,20086,2268,206.3
39001,28055,384,3.3000000000000065
39003,112312,-6074,-72.7
39005,54020,-1097,-33.7
39007,104009,-2748,-36.99999999999999
39009,63165,1371,349.69999999999993
39011,47774,-1998,-61.70000000000002
39013,68030,2152,30.9
39015,43456,1210,2.6000000000000014
39017,353389,14318,55.29999999999999
39019,29284,-582,-13.400000000000013
39021,39977,-27,12.0
39023,146107,-8033,-79.40000000000002
39025,191317,5417,26.0
39027,42224,-330,-27.100000000000005
39029,112101,-4619,-62.3
39031,37247,-502,-18.5
39033,47181,-3580,-106.0
39035,1420639,-137931,-118.1
39037,54277,-1523,-47.00000000000001
39039,41029,-2058,-63.1
39041,124841,49006,538.1
39043,79570,-2672,-45.6
39045,128873,16952,180.4
39047,28736,199,0.6000000000000021
39049,1163690,2460,23.89999999999999
39051,43756,-1160,-29.2
39053,31724,-904,-46.9
39055,93898,-939,27.6
39057,153076,8103,93.6
39059,41457,-1533,-52.89999999999999
39061,883064,-79422,-107.7
39063,74080,504,1.7
39065,32547,-599,11.499999999999991
39067,15473,313,16.6
39069,30180,-2034,-77.1
39071,42198,1228,20.2
39073,28727,525,18.3
39075,44420,-2140,-73.3
39077,62507,-3017,-66.29999999999998
39079,33211,-119,-18.500000000000004
39081,71009,-1571,-22.200000000000006
39083,55942,4737,107.4
39085,230674,-1377,-6.1999999999999975
39087,62396,-190,-3.299999999999998
39089,152211,13761,121.4
39091,47521,-1825,-46.19999999999999
39093,295113,6109,14.499999999999995
39095,474782,-32427,-85.4
39097,41515,1909,61.2
39099,253602,-14974,-80.3
39101,67478,-1041,-18.7
39103,159019,12661,116.90000000000002
39105,23064,596,33.2
39107,42453,-1783,-57.2
39109,101844,290,10.7
39111,14993,-427,-31.8
39113,576440,-41123,-96.90000000000002
39115,14933,55,8.4
39117,32945,1738,93.2
39119,86487,-700,-19.5
39121,14215,371,-134.2
39123,40478,765,8.999999999999991
39125,20872,-1315,-69.4
39127,35242,671,30.1
39129,54525,1059,37.5
39131,28235,365,-9.7
39133,155855,4981,70.29999999999998
39135,43211,-1122,-23.599999999999994
39137,36628,-2214,-73.19999999999997
39139,131840,-7498,-78.59999999999998
39141,75151,2832,48.40000000000001
39143,63280,-2419,-53.0
39145,79328,-46,-12.6
39147,60074,-3474,-76.30000000000003
39149,50910,-1627,-36.40000000000001
39151,382904,-8328,-34.10000000000001
39153,554605,-13566,-32.1
39155,224536,-14824,-87.8
39157,93375,-1130,-32.1
39159,44433,7694,259.70000000000005
39161,30144,-1501,-65.99999999999999
39163,13230,141,1.3999999999999952
39165,172588,39705,297.7
39167,62814,-1326,-46.4
39169,117523,-3376,-53.00000000000001
39171,40043,-2514,-89.19999999999997
39173,125058,77,54.1
39175,23346,-820,-49.1
40001,22534,414,23.1
40003,5869,-226,13.699999999999996
40005,14047,172,20.6
40007,5927,-286,34.599999999999994
40009,20532,1652,112.8
40011,11979,70,26.499999999999996
40013,37277,5224,149.9
40015,30743,-916,-15.9
40017,93921,21735,333.9000000000001
40019,46262,1391,43.6
40021,44469,2945,89.39999999999998
40023,15346,-93,-25.299999999999994
40025,3063,-587,-232.50000000000009
40027,220527,35592,229.40000000000003
40029,5927,4,-16.600000000000012
40031,125777,-891,-8.100000000000009
40033,6494,-307,-44.90000000000001
40035,14877,209,4.300000000000002
40037,68607,1391,23.8
40039,27251,296,49.7
40041,36770,4852,137.2
40043,4473,318,142.89999999999995
40045,3908,223,190.6
40047,60113,486,1.4
40049,26943,640,27.700000000000006
40051,46688,5714,159.9
40053,4854,-350,-36.19999999999999
40055,5880,373,101.2
40057,3208,-278,-89.4
40059,3511,171,157.4
40061,11847,940,85.69999999999997
40063,13831,242,20.8
40065,30240,-3683,-166.20000000000005
40067,6581,-120,-48.49999999999999
40069,10547,428,46.5
40071,48847,-2227,-69.2
40073,14262,774,91.3
40075,9683,-238,-15.19999999999999
40077,10739,437,63.6
40079,49582,936,-0.10000000000000142
40081,32358,1873,87.89999999999998
40083,35220,6618,278.70000000000005
40085,8869,556,104.6
40089,35081,-1816,-69.99999999999999
40091,18738,1547,121.6
40093,7333,166,60.39999999999999
40095,13213,2655,238.1
40097,39412,2005,67.4
40099,12437,1061,103.7
40101,71127,273,0.30000000000000115
40103,11669,-118,-7.100000000000003
40105,10564,-8,9.099999999999998
40107,11696,557,66.4
40109,716173,6308,17.8
40111,40231,-12,1.900000000000002
40113,45037,2600,108.5
40115,33226,-1270,-58.0
40117,16624,-49,7.6999999999999975
40119,71441,5946,339.2000000000001
40121,43601,2369,66.9
40123,36013,1613,56.2
40125,67318,2254,38.6
40127,11350,229,12.1
40129,3549,86,101.6
40131,73470,13585,256.1
40133,25109,460,34.90000000000001
40135,40062,2506,83.30000000000003
40137,42669,2359,81.00000000000001
40139,22694,-1854,-84.3
40141,9177,-1152,-128.40000000000003
40143,603882,1982,3.400000000000003
40145,61095,12125,303.7
40147,49291,1726,55.0
40149,11440,171,65.0
40151,8793,75,91.9
40153,19425,687,71.5
41001,16247,-186,-15.700000000000005
41003,80582,4785,178.79999999999995
41005,349922,25313,99.4
41007,35807,1139,31.0
41009,44691,4499,147.8
41011,60251,2597,28.0
41013,19396,1507,27.100000000000005
41015,19117,3135,173.5
41017,121738,35676,360.5
41019,98657,8646,62.1
41021,1834,17,6.000000000000003
41023,7658,-255,-71.8
41025,7618,-223,-37.00000000000001
41027,21734,694,45.60000000000001
41029,183228,19710,105.8
41031,20529,1319,64.9
41033,72994,9429,118.7
41035,64740,1604,-0.4999999999999982
41037,7231,633,127.6
41039,328378,22677,77.69999999999997
41041,43262,2645,46.0
41043,106342,10154,109.6
41045,33779,-2269,-100.5
41047,307491,9036,21.8
41049,11907,-688,-67.1
41051,701895,34517,97.5
41053,64624,10750,224.2
41055,1881,-135,-0.30000000000000604
41057,23835,1336,84.2
41059,75392,838,16.000000000000004
41061,25089,572,17.4
41063,7015,-49,22.299999999999994
41065,23716,1510,60.8
41067,494127,36581,102.39999999999998
41069,1411,12,160.1
41071,89783,9496,103.0
42001,92907,8206,84.9
42003,1265743,-44707,-30.700000000000006
42005,70613,-2005,-35.1
42007,177355,-7435,-46.7
42009,50019,-491,-16.2
42011,386991,24768,95.4
42013,126865,-313,-16.000000000000004
42015,63186,-842,-22.199999999999992
42017,614596,8917,24.3
42019,175947,7130,33.19999999999999
42021,147860,-4693,-32.9
42023,5792,-737,-172.0
42025,57258,7737,164.10000000000005
42027,138968,14617,412.6
42029,459694,38583,125.4
42031,41343,-1545,-4.999999999999987
42033,81728,-312,2.8999999999999995
42035,37790,1286,83.79999999999998
42037,63119,3875,124.39999999999996
42039,90603,-2233,-38.700000000000024
42041,215780,18949,117.8
42043,260614,7725,60.8
42045,563596,-4585,6.6
42047,34586,-2797,-106.0
42049,286560,-6526,-26.3
42051,144132,-8012,-68.39999999999999
42053,4443,3318,1162.3
42055,133889,15374,143.6
42057,14507,265,32.2
42059,40309,-1721,-45.7
42061,45791,68,8.999999999999996
42063,89136,-606,62.100000000000016
42065,45223,-236,-10.300000000000002
42067,23348,1196,59.7
42069,206282,7518,52.50000000000001
42071,494728,24222,41.1
42073,92397,-1662,-25.7
42075,122184,11167,97.6
42077,321075,28989,137.60000000000002
42079,306105,14057,74.10000000000002
42081,120214,-4511,-41.79999999999999
42083,45346,-2007,-55.6
42085,118041,-1820,-27.7
42087,46960,-476,-33.2
42089,142398,27551,283.0
42091,771952,26909,63.40000000000001
42093,17941,244,-13.199999999999998
42095,271086,26312,133.7
42097,92252,1965,30.700000000000006
42099,44881,891,36.6
42101,1591265,-53745,-17.400000000000006
42103,46549,10697,399.30000000000007
42105,18016,-643,-79.10000000000002
42107,144110,3796,42.90000000000001
42109,38576,961,48.0
42111,77757,-263,-10.9
42113,5990,391,28.199999999999992
42115,41473,1662,38.79999999999999
42117,41167,610,21.700000000000006
42119,42050,2967,121.69999999999996
42121,56741,-2016,-43.0
42123,42882,-1280,-31.5
42125,198070,8892,61.70000000000001
42127,46214,6456,153.70000000000005
42129,358397,5090,22.0
42131,28364,-220,-17.400000000000002
42133,395616,38615,144.90000000000003
44001,49591,37,21.1
44003,166868,-1347,-2.4999999999999987
44005,86154,-3526,-63.90000000000001
44007,645127,-16805,-19.9
44009,125179,1225,16.599999999999998
45001,26663,-1231,-71.89999999999998
45003,147528,12823,69.9
45005,11642,-1091,-126.8
45007,170467,16564,106.5
45009,16933,-859,-65.69999999999999
45011,24498,-1785,-101.7
45013,132181,30463,188.60000000000005
45015,156758,21685,169.3
45017,15371,-147,-15.600000000000007
45019,331806,19607,71.89999999999998
45021,53710,1663,32.3
45023,35121,-1886,-73.70000000000002
45025,44071,2788,70.9
45027,33272,1875,47.90000000000001
45029,39647,-629,-42.6
45031,69151,-261,-24.5
45033,32462,-218,-21.3
45035,104457,32472,430.0
45037,25292,1856,76.2
45039,23890,216,-24.5
45041,131910,5504,36.5
45043,57295,2927,-2.9000000000000057
45045,405526,46605,144.2
45047,68805,1058,-4.8000000000000025
45049,22251,-985,-66.3
45051,204509,64705,367.09999999999985
45053,22673,2365,150.0
45055,55099,6662,147.3
45057,64064,12743,196.5
45059,70716,-4079,-74.59999999999998
45061,20639,-1221,-91.3
45063,229810,32709,178.29999999999995
45065,9699,603,-45.89999999999999
45067,36727,-3483,-143.70000000000005
45069,29454,-218,-17.200000000000006
45071,37187,451,-7.799999999999998
45073,67070,7023,96.2
45075,95635,-2451,-43.0
45077,114267,4685,100.0
45079,344841,42204,181.4
45081,19813,153,0.20000000000000195
45083,264405,20322,92.3
45085,112497,-4382,-66.0
45087,29665,-678,-38.6
45089,38212,-3508,-111.5
45091,176851,49488,348.9
46003,2981,-284,-26.8
46005,17123,249,45.2
46007,3929,-449,-115.4
46009,7039,34,37.7
46011,29730,2156,324.2000000000001
46013,36412,27,1.4000000000000008
46015,5489,-252,4.79999999999999
46017,2384,-426,-177.60000000000005
46019,9417,655,81.1
46021,1736,-283,-147.59999999999997
46023,9913,-738,-86.20000000000002
46025,4053,-387,-49.29999999999998
46027,14144,-308,293.6
46029,27157,0,-20.200000000000006
46031,4650,-531,-97.3
46033,7213,950,174.9
46035,19427,22,-31.0
46037,5984,-293,-45.60000000000001
46039,4460,-122,11.400000000000002
46041,6921,-1514,-236.6
46043,3327,-344,-102.9
46045,4250,-206,5.3000000000000105
46047,6926,137,54.6
46049,2548,-206,-50.99999999999999
46051,7634,-316,-7.600000000000002
46053,4406,-155,13.300000000000004
46055,2105,-184,-93.5
46057,5738,144,39.4
46059,3587,-178,12.200000000000019
46061,3436,-122,33.8
46063,1389,-150,33.10000000000001
46065,17072,-57,55.40000000000001
46067,7629,-325,-57.40000000000001
46069,1559,-147,-95.0
46071,3256,-199,-57.1
46073,2202,-145,-36.29999999999999
46075,1221,-225,-151.5
46077,5456,-335,-63.60000000000001
46079,11344,-198,19.200000000000006
46081,22204,1796,91.5
46083,28341,16428,814.5000000000001
46085,4263,-479,-109.59999999999998
46087,5826,-234,-23.20000000000001
46089,2696,-257,-60.2
46091,4442,207,150.9
46093,25874,-479,-48.5
46095,2212,-149,-78.50000000000001
46097,2758,-382,-118.5
46099,162327,7120,52.7
46101,6831,-343,-21.700000000000006
46103,96460,4574,39.6
46105,3238,-277,-94.3
46107,2492,-186,-26.5
46109,10365,-157,-6.800000000000009
46111,2639,-296,-111.40000000000002
46113,14944,-1008,-46.99999999999999
46115,7441,-1055,-181.7
46117,2935,13,34.7
46119,1623,-260,-139.10000000000002
46121,11013,-1166,-103.2
46123,6345,-708,-149.6
46125,8643,-333,-8.100000000000005
46127,13202,1140,122.89999999999998
46129,5767,-337,-96.20000000000002
46135,22174,225,-7.8000000000000025
46137,2811,46,92.3
47001,71110,3767,69.2
47003,40008,5101,147.7
47005,15776,632,28.3
47007,12471,365,29.89999999999999
47009,107103,15490,159.39999999999995
47011,91318,7436,94.9
47013,39586,948,14.400000000000002
47015,12877,859,60.5
47017,28581,-134,-37.99999999999999
47019,56070,1109,12.700000000000005
47021,37806,1161,45.3
47023,15767,1312,119.4
47025,29757,2300,62.2
47027,7849,-32,-40.6
47029,33474,2034,40.2
47031,49273,3391,71.7
47033,14531,54,-14.399999999999995
47035,46005,9757,162.5
47037,615220,14700,78.6
47039,11309,395,19.8
47043,45377,4171,107.59999999999998
47045,38166,119,-10.399999999999997
47047,30236,8222,319.2
47049,16365,1499,71.89999999999998
47051,39363,1554,42.2
47053,47423,2232,52.60000000000001
47055,29194,217,-10.199999999999996
47057,20900,1654,60.2
47059,62143,6409,100.0
47061,14280,-641,-101.5
47063,60144,2363,30.9
47065,316856,19840,76.19999999999997
47067,6678,100,6.399999999999999
47069,28756,-1313,-66.60000000000001
47071,24947,964,21.6
47073,53866,2721,41.2
47075,20390,-1506,-99.2
47077,25961,1736,70.10000000000001
47079,30241,1988,47.3
47081,22689,1951,97.79999999999998
47083,7959,423,57.1
47085,17798,655,37.6
47087,10552,1016,100.6
47089,44810,6407,147.6
47091,17050,1126,87.6
47093,395489,36189,130.0
47095,7826,61,42.600000000000016
47097,28219,-243,-7.199999999999998
47099,41076,648,-2.1999999999999917
47101,11490,616,36.80000000000001
47103,31543,1730,55.0
47105,39131,9256,205.3
47107,49214,2879,44.39999999999999
47109,24580,1404,54.8
47111,20783,1391,66.5
47113,97000,1619,6.9
47115,27822,303,-10.100000000000009
47117,27828,2732,112.60000000000002
47119,73094,7832,116.39999999999998
47121,11266,426,8.099999999999987
47123,39817,4549,95.1
47125,151893,21153,186.8
47127,5717,606,154.8
47129,20008,1938,118.5
47131,32325,-582,-39.40000000000001
47133,19934,2039,109.9
47135,7551,321,32.40000000000001
47137,4776,264,4.500000000000006
47139,15994,749,30.7
47141,64525,7628,158.7
47143,28956,2751,99.3
47145,50855,3080,56.00000000000001
47147,58682,7558,157.3
47149,203771,59217,373.3
47151,21899,231,-1.0000000000000036
47153,11727,2325,206.6
47155,73903,15717,254.1
47157,973377,-38606,-40.1
47159,17857,1234,78.3
47161,12284,978,90.00000000000001
47163,150946,5213,29.9
47165,138081,22279,209.3
47167,54095,6993,171.4
47169,7231,617,130.79999999999998
47171,16834,1393,66.7
47173,18497,532,23.8
47175,5502,8,-21.1
47177,39267,519,-1.7999999999999994
47179,108277,14362,159.60000000000005
47181,16700,308,23.4
47183,34648,273,58.29999999999999
47185,23103,2630,104.1
47187,137720,45113,500.9
47189,94294,19462,265.2
48001,56481,2581,53.1
48003,14043,880,126.4
48005,85305,1854,10.5
48007,22108,1057,7.199999999999988
48009,8995,22,53.00000000000001
48011,2128,-238,-148.20000000000005
48013,42260,3155,76.4
48015,24468,4036,189.3
48017,7388,-135,12.099999999999996
48019,17745,2690,172.20000000000005
48021,62390,12254,244.1
48023,3886,-176,-20.999999999999982
48025,34677,-2297,-57.10000000000001
48027,280277,32528,160.49999999999997
48029,1560312,177181,150.89999999999995
48031,8405,2071,274.8
48033,718,-83,118.9
48035,16620,1568,98.8
48037,91659,1228,9.800000000000002
48039,270629,44783,234.0
48041,169263,26591,489.30000000000007
48043,9294,-11,13.799999999999995
48045,1790,-155,-103.7
48047,8714,-1366,-211.2
48049,37830,325,-10.3
48051,17006,212,5.599999999999994
48053,35150,7628,255.0
48055,34769,3642,139.70000000000002
48057,22048,-492,-31.099999999999994
48059,12747,753,121.8
48061,403601,10202,44.40000000000001
48063,12010,444,32.6
48065,6566,-401,-23.0
48067,29922,505,18.8
48069,9105,-943,-96.4
48071,27851,7338,406.9
48073,49038,2049,38.8
48075,7852,-742,-101.4
48077,10886,-182,47.39999999999999
48079,3981,-821,-218.4
48081,3613,-307,-30.00000000000001
48083,8817,59,-1.5999999999999908
48085,571953,212664,504.7000000000001
48087,3178,-110,24.1
48089,20577,374,2.6999999999999886
48091,82544,26108,396.4
48093,13938,56,5.199999999999996
48095,3977,169,101.70000000000002
48097,37845,604,11.8
48099,81633,-5796,-39.6
48101,1833,-331,-177.2
48103,4177,232,139.20000000000002
48105,4353,-594,-119.2
48107,7405,-1290,-206.5
48109,3199,-765,-257.5
48111,6802,-44,15.599999999999996
48113,2530019,-133469,-45.0
48115,15841,-1811,-115.5
48117,20815,-1153,-45.5
48119,5215,-1,-14.599999999999987
48121,500716,164570,411.6
48123,19984,242,16.700000000000017
48125,2704,-253,-75.8
48127,11317,-1156,-124.6
48129,3674,-13,37.7
48131,14028,-2034,-189.0
48133,17707,848,59.39999999999999
48135,135322,3428,43.90000000000001
48137,2242,-231,-110.5
48139,122833,27404,289.3
48141,788901,25911,43.90000000000001
48143,34470,3467,157.9
48145,18387,-438,-6.599999999999995
48147,30874,3070,75.5
48149,21152,3417,167.0
48151,4128,-152,1.5999999999999908
48153,8086,-1579,-237.9
48155,1575,-249,-177.2
48157,405147,184517,658.7
48159,9605,985,140.60000000000002
48161,18044,1839,123.3
48163,17905,-353,-14.600000000000005
48165,16524,1130,131.7
48167,267642,25052,136.9
48169,5101,1435,430.3
48171,20299,4514,248.2
48173,1496,-271,-93.5
48175,6993,230,45.6
48177,20038,-42,13.899999999999993
48179,23084,-432,8.899999999999997
48181,113579,7330,60.7
48183,118644,3670,23.600000000000005
48185,24675,2089,133.0
48187,96282,36103,497.69999999999993
48189,40268,-3517,-96.2
48191,3725,-364,-148.4
48193,7791,695,64.69999999999999
48195,5731,-79,30.49999999999999
48197,4776,-632,-116.59999999999998
48199,49729,4800,119.1
48201,3903576,238454,98.1
48203,64418,1414,49.2
48205,5828,285,285.0
48207,5791,116,111.7
48209,109636,48476,651.9
48211,3593,227,230.6
48213,73778,4692,71.5
48215,711904,78673,149.79999999999995
48217,32901,2235,51.4
48219,24364,-1245,-46.90000000000001
48221,41124,9929,247.6
48223,33112,2089,71.69999999999997
48225,22877,963,37.3
48227,34865,460,29.4
48229,3659,-141,-24.39999999999998
48231,79911,6332,95.2
48233,24400,-2199,-78.39999999999998
48235,1762,-169,37.199999999999974
48237,8873,183,38.40000000000001
48239,14957,-823,-80.00000000000001
48241,36390,-663,-32.70000000000001
48243,2208,127,81.80000000000003
48245,262743,-8389,-27.5
48247,5730,-338,-57.2
48249,42931,-1449,-37.49999999999999
48251,136692,14526,133.1
48253,20797,-399,1.6999999999999955
48255,15980,-930,-60.0
48257,77298,26367,460.8
48259,24404,8991,435.9
48261,428,-14,-22.800000000000008
48263,758,42,288.4
48265,42499,7163,155.0
48267,4335,266,41.89999999999999
48269,350,-70,-11.299999999999994
48271,3414,209,135.2
48273,34700,-2165,-46.90000000000001
48275,4124,-395,-72.5
48277,49210,579,-7.400000000000002
48279,15508,-1387,-89.6
48281,18293,1391,80.8
48283,6469,549,88.0
48285,19001,264,0.7000000000000064
48287,16269,387,30.10000000000001
48289,15224,1568,123.4
48291,74118,1760,22.4
48293,22285,1198,46.3
48295,3148,162,167.50000000000003
48297,12520,-914,-70.7
48299,15729,3480,302.8
48301,59,16,941.8
48303,263996,16644,108.3
48305,6879,-916,-138.9
48307,8115,179,16.100000000000005
48309,228064,8055,54.40000000000002
48311,849,-144,-130.5
48313,13338,447,91.6
48315,10543,-11,-15.000000000000009
48317,5044,-213,-9.0
48319,3537,461,227.2
48321,40102,-3112,-106.20000000000002
48323,55695,-353,-2.299999999999999
48325,41856,4559,118.30000000000004
48327,2252,-13,-54.3
48329,127481,10476,128.0
48331,24853,-26,-7.900000000000002
48333,4927,-9,119.4
48335,9708,-187,55.99999999999999
48337,18640,1032,63.8
48339,326298,130806,522.1
48341,23106,-942,-26.9
48343,12936,14,-14.199999999999996
48345,1347,-146,-158.4
48347,63217,1562,101.60000000000002
48349,47145,815,10.199999999999996
48351,14907,-461,-15.499999999999998
48353,16250,-959,-78.4
48355,341794,2627,7.3
48357,10089,240,68.7
48359,2256,-215,20.7
48361,86827,-5063,-65.1
48363,27576,550,23.3
48365,23122,690,64.30000000000001
48367,92862,23993,345.50000000000006
48369,11020,-623,-35.80000000000001
48371,18095,-2329,-125.0
48373,40433,5110,129.8
48375,124571,-2334,-28.2
48377,8477,-557,-84.0
48379,9142,1726,203.3
48381,110680,10175,133.7
48383,3592,-187,-21.4
48385,2962,330,112.2
48387,13735,-882,-116.5
48389,14111,-66,52.5
48391,7905,-475,-90.8
48393,878,41,292.5
48395,16312,372,33.6
48397,48501,29982,881.0999999999998
48399,11327,-794,-87.60000000000002
48401,48568,5012,168.39999999999995
48403,9779,1006,104.4
48405,8680,182,-13.899999999999995
48407,22398,3977,261.99999999999994
48409,73936,-8483,-156.59999999999997
48411,6057,93,83.80000000000003
48413,3040,439,299.80000000000007
48415,17187,-130,22.999999999999996
48417,3213,144,125.8
48419,26233,-690,-27.40000000000001
48421,3330,-281,-39.40000000000001
48423,186869,23700,151.3
48425,7012,1464,233.3
48427,66008,-3807,-73.60000000000002
48429,9846,-199,-30.40000000000001
48431,1396,-252,-125.0
48433,1636,-154,-90.00000000000001
48435,4417,-249,-46.90000000000001
48437,8866,-935,-137.79999999999998
48439,1632684,189412,156.3
48441,135559,-3526,-42.8
48443,1071,-84,31.899999999999984
48445,13681,-885,-74.0
48447,1763,-134,-32.4
48449,31331,1303,54.99999999999999
48451,110408,496,-4.699999999999997
48453,930315,102640,191.2
48455,13309,1245,100.1
48457,20705,1088,63.7
48459,35919,3342,108.4
48461,3628,-246,6.500000000000004
48463,28426,-1677,-89.40000000000002
48465,51636,-1940,-42.9
48467,48066,4420,118.29999999999998
48469,91249,-3707,-61.0
48471,64288,4172,267.2
48473,35917,7624,329.3
48475,11502,-749,-36.20000000000001
48477,31076,2696,63.6
48479,245768,9934,69.19999999999999
48481,43781,-2161,-65.0
48483,5159,260,135.4
48485,138127,-6141,-57.10000000000001
48487,15050,-1454,-112.00000000000004
48489,22976,-406,-2.799999999999998
48491,291766,132901,587.7
48493,34146,8991,343.6
48495,7569,-385,-22.0
48497,51672,7507,188.3
48499,35755,6100,134.8
48501,8206,-232,27.60000000000001
48503,17717,832,60.3
48505,14479,-176,46.2
48507,13037,-1133,-114.8
49001,6619,3,2.7999999999999963
49003,48490,1500,48.8
49005,110973,1875,66.7
49007,21429,-33,-13.599999999999998
49009,974,74,97.2
49011,283070,23750,101.1
49013,16581,2046,183.8
49015,11858,-897,-69.1
49017,4987,166,30.299999999999994
49019,8868,345,60.8
49021,40188,5993,226.2
49023,9432,793,101.5
49025,6279,810,163.20000000000005
49027,13310,-809,-32.20000000000001
49029,7931,1506,353.99999999999994
49031,1436,103,74.6
49033,2135,116,188.7
49035,1034468,-1561,0.5000000000000018
49037,15970,-1030,-60.4
49039,25144,2677,153.60000000000005
49041,20488,276,16.400000000000002
49043,33843,2464,121.5
49045,48877,9448,239.4
49047,28977,3702,199.90000000000003
49049,464078,53786,172.0
49051,18111,5450,394.7
49053,105519,32635,353.5
49055,2692,69,56.10000000000001
49057,223638,8235,44.1
50001,36729,-86,22.300000000000008
50003,36481,452,-0.2999999999999976
50005,30092,987,51.7
50007,152731,3264,46.49999999999999
50009,6334,-72,-21.9
50011,47557,23,27.000000000000004
50013,6995,-66,61.6
50015,24126,252,26.9
50017,28679,107,25.3
50019,26148,952,35.1
50021,62759,-1426,-27.3
